Image1,Image2,Label
dataset/1657/58.png,dataset/1235/42.png,0
dataset/1989/43.png,dataset/564/46.png,0
dataset/1706/15.png,dataset/1706/32.png,1
dataset/1581/37.png,dataset/934/23.png,0
dataset/1610/58.png,dataset/1610/42.png,1
dataset/1296/16.png,dataset/1852/41.png,0
dataset/1844/1.png,dataset/1844/70.png,1
dataset/1897/19.png,dataset/1897/28.png,1
dataset/1957/30.png,dataset/1957/61.png,1
dataset/1855/33.png,dataset/145/65.png,0
dataset/942/9.png,dataset/942/64.png,1
dataset/129/16.png,dataset/1799/12.png,0
dataset/1181/40.png,dataset/1181/60.png,1
dataset/1187/63.png,dataset/1187/23.png,1
dataset/933/53.png,dataset/933/30.png,1
dataset/1178/46.png,dataset/1178/25.png,1
dataset/1363/16.png,dataset/1972/53.png,0
dataset/1341/24.png,dataset/1341/4.png,1
dataset/705/48.png,dataset/397/66.png,0
dataset/1432/36.png,dataset/620/4.png,0
dataset/1941/18.png,dataset/1941/22.png,1
dataset/487/50.png,dataset/351/37.png,0
dataset/1790/28.png,dataset/1790/25.png,1
dataset/843/2.png,dataset/843/52.png,1
dataset/816/49.png,dataset/816/4.png,1
dataset/1959/26.png,dataset/1422/25.png,0
dataset/265/62.png,dataset/265/46.png,1
dataset/1081/22.png,dataset/1081/58.png,1
dataset/444/6.png,dataset/6/45.png,0
dataset/1258/32.png,dataset/1258/55.png,1
dataset/398/22.png,dataset/398/8.png,1
dataset/343/52.png,dataset/1842/12.png,0
dataset/1353/55.png,dataset/1045/20.png,0
dataset/655/18.png,dataset/655/67.png,1
dataset/812/1.png,dataset/327/13.png,0
dataset/549/40.png,dataset/1912/50.png,0
dataset/242/71.png,dataset/994/18.png,0
dataset/1930/44.png,dataset/1371/13.png,0
dataset/85/37.png,dataset/85/5.png,1
dataset/1866/53.png,dataset/361/59.png,0
dataset/517/54.png,dataset/517/13.png,1
dataset/344/44.png,dataset/992/70.png,0
dataset/503/17.png,dataset/628/32.png,0
dataset/134/31.png,dataset/266/29.png,0
dataset/822/27.png,dataset/822/23.png,1
dataset/466/56.png,dataset/1164/1.png,0
dataset/191/29.png,dataset/971/48.png,0
dataset/537/6.png,dataset/10/29.png,0
dataset/1724/30.png,dataset/380/7.png,0
dataset/916/25.png,dataset/75/7.png,0
dataset/1225/16.png,dataset/1069/46.png,0
dataset/49/36.png,dataset/1525/64.png,0
dataset/939/9.png,dataset/1345/28.png,0
dataset/483/46.png,dataset/483/15.png,1
dataset/1081/68.png,dataset/1750/63.png,0
dataset/1834/13.png,dataset/109/27.png,0
dataset/1521/16.png,dataset/1521/69.png,1
dataset/1897/9.png,dataset/1240/53.png,0
dataset/665/71.png,dataset/665/23.png,1
dataset/717/19.png,dataset/717/68.png,1
dataset/1981/47.png,dataset/1898/68.png,0
dataset/1213/70.png,dataset/1213/23.png,1
dataset/579/27.png,dataset/579/7.png,1
dataset/1521/51.png,dataset/1521/31.png,1
dataset/1711/18.png,dataset/1613/68.png,0
dataset/1810/0.png,dataset/1810/47.png,1
dataset/32/10.png,dataset/1743/25.png,0
dataset/1992/31.png,dataset/1992/8.png,1
dataset/845/59.png,dataset/1683/12.png,0
dataset/554/59.png,dataset/81/61.png,0
dataset/1760/32.png,dataset/1563/60.png,0
dataset/1826/16.png,dataset/360/30.png,0
dataset/868/50.png,dataset/868/36.png,1
dataset/1583/50.png,dataset/1583/24.png,1
dataset/859/59.png,dataset/419/41.png,0
dataset/1616/9.png,dataset/893/1.png,0
dataset/992/59.png,dataset/992/13.png,1
dataset/1770/15.png,dataset/1692/10.png,0
dataset/547/14.png,dataset/547/13.png,1
dataset/1722/71.png,dataset/1722/37.png,1
dataset/1089/18.png,dataset/583/23.png,0
dataset/1143/35.png,dataset/1143/2.png,1
dataset/686/21.png,dataset/1622/28.png,0
dataset/1048/56.png,dataset/1048/49.png,1
dataset/1197/25.png,dataset/1197/22.png,1
dataset/24/36.png,dataset/24/33.png,1
dataset/1246/13.png,dataset/1436/0.png,0
dataset/1876/16.png,dataset/1435/36.png,0
dataset/1013/45.png,dataset/1087/48.png,0
dataset/887/34.png,dataset/887/41.png,1
dataset/774/9.png,dataset/86/7.png,0
dataset/1249/19.png,dataset/1249/25.png,1
dataset/626/65.png,dataset/370/36.png,0
dataset/84/62.png,dataset/1348/53.png,0
dataset/1796/28.png,dataset/1796/48.png,1
dataset/598/50.png,dataset/598/3.png,1
dataset/476/39.png,dataset/476/11.png,1
dataset/725/37.png,dataset/725/42.png,1
dataset/471/3.png,dataset/621/60.png,0
dataset/758/5.png,dataset/758/31.png,1
dataset/1355/25.png,dataset/1355/14.png,1
dataset/836/36.png,dataset/836/18.png,1
dataset/1212/2.png,dataset/1212/32.png,1
dataset/873/4.png,dataset/76/44.png,0
dataset/612/71.png,dataset/1713/21.png,0
dataset/623/27.png,dataset/1271/71.png,0
dataset/1891/36.png,dataset/1891/24.png,1
dataset/1479/19.png,dataset/1737/20.png,0
dataset/1780/7.png,dataset/1058/28.png,0
dataset/511/35.png,dataset/511/17.png,1
dataset/1857/24.png,dataset/1857/65.png,1
dataset/1172/63.png,dataset/1172/31.png,1
dataset/816/9.png,dataset/55/6.png,0
dataset/983/43.png,dataset/983/1.png,1
dataset/751/52.png,dataset/908/55.png,0
dataset/679/9.png,dataset/1329/24.png,0
dataset/262/0.png,dataset/363/42.png,0
dataset/1598/45.png,dataset/1598/29.png,1
dataset/698/25.png,dataset/951/51.png,0
dataset/1711/50.png,dataset/1711/62.png,1
dataset/504/16.png,dataset/657/63.png,0
dataset/968/48.png,dataset/968/71.png,1
dataset/1580/3.png,dataset/1696/31.png,0
dataset/1499/15.png,dataset/1728/37.png,0
dataset/1162/69.png,dataset/1030/1.png,0
dataset/425/45.png,dataset/612/39.png,0
dataset/266/50.png,dataset/266/31.png,1
dataset/972/46.png,dataset/972/5.png,1
dataset/1709/25.png,dataset/1839/55.png,0
dataset/1111/1.png,dataset/620/33.png,0
dataset/116/60.png,dataset/116/50.png,1
dataset/1511/34.png,dataset/1123/5.png,0
dataset/1943/10.png,dataset/1199/35.png,0
dataset/1438/30.png,dataset/237/4.png,0
dataset/936/69.png,dataset/936/21.png,1
dataset/879/69.png,dataset/329/50.png,0
dataset/1212/48.png,dataset/854/68.png,0
dataset/1422/9.png,dataset/1422/55.png,1
dataset/1276/67.png,dataset/1294/22.png,0
dataset/1933/32.png,dataset/1933/13.png,1
dataset/1558/31.png,dataset/1876/61.png,0
dataset/422/55.png,dataset/422/32.png,1
dataset/1758/45.png,dataset/400/64.png,0
dataset/1527/24.png,dataset/1097/32.png,0
dataset/988/48.png,dataset/41/36.png,0
dataset/1283/65.png,dataset/1283/11.png,1
dataset/1954/52.png,dataset/1387/30.png,0
dataset/379/16.png,dataset/321/4.png,0
dataset/845/19.png,dataset/845/70.png,1
dataset/1080/70.png,dataset/1080/39.png,1
dataset/1194/3.png,dataset/1194/56.png,1
dataset/187/70.png,dataset/1375/71.png,0
dataset/1821/9.png,dataset/731/68.png,0
dataset/291/58.png,dataset/291/38.png,1
dataset/1860/39.png,dataset/549/8.png,0
dataset/494/40.png,dataset/1970/35.png,0
dataset/384/44.png,dataset/384/7.png,1
dataset/1256/11.png,dataset/1256/21.png,1
dataset/1462/34.png,dataset/1291/2.png,0
dataset/459/42.png,dataset/459/20.png,1
dataset/1699/44.png,dataset/1699/36.png,1
dataset/1578/1.png,dataset/1578/60.png,1
dataset/193/54.png,dataset/193/56.png,1
dataset/546/44.png,dataset/546/24.png,1
dataset/1688/45.png,dataset/1688/0.png,1
dataset/432/50.png,dataset/432/61.png,1
dataset/461/53.png,dataset/672/32.png,0
dataset/815/20.png,dataset/815/48.png,1
dataset/230/46.png,dataset/230/64.png,1
dataset/563/50.png,dataset/563/19.png,1
dataset/185/23.png,dataset/185/10.png,1
dataset/1713/6.png,dataset/1713/23.png,1
dataset/1044/3.png,dataset/1044/34.png,1
dataset/1538/43.png,dataset/1538/35.png,1
dataset/280/55.png,dataset/590/65.png,0
dataset/1024/61.png,dataset/1703/5.png,0
dataset/1945/66.png,dataset/498/4.png,0
dataset/22/23.png,dataset/22/67.png,1
dataset/16/9.png,dataset/1994/11.png,0
dataset/1363/57.png,dataset/1363/25.png,1
dataset/1709/11.png,dataset/1709/40.png,1
dataset/1793/39.png,dataset/1024/46.png,0
dataset/169/26.png,dataset/169/55.png,1
dataset/1456/50.png,dataset/1456/22.png,1
dataset/272/16.png,dataset/1664/3.png,0
dataset/1338/38.png,dataset/29/1.png,0
dataset/1033/34.png,dataset/1762/22.png,0
dataset/435/51.png,dataset/801/27.png,0
dataset/66/47.png,dataset/66/56.png,1
dataset/133/19.png,dataset/191/42.png,0
dataset/416/25.png,dataset/954/51.png,0
dataset/1004/11.png,dataset/1064/35.png,0
dataset/97/65.png,dataset/97/67.png,1
dataset/1907/56.png,dataset/517/11.png,0
dataset/326/70.png,dataset/326/45.png,1
dataset/1964/24.png,dataset/683/44.png,0
dataset/792/61.png,dataset/792/59.png,1
dataset/1080/1.png,dataset/1717/25.png,0
dataset/42/53.png,dataset/42/4.png,1
dataset/1972/24.png,dataset/1972/14.png,1
dataset/1624/16.png,dataset/227/33.png,0
dataset/1695/42.png,dataset/63/28.png,0
dataset/1240/29.png,dataset/1585/68.png,0
dataset/258/30.png,dataset/223/56.png,0
dataset/1110/18.png,dataset/1110/38.png,1
dataset/688/1.png,dataset/1889/31.png,0
dataset/253/49.png,dataset/1290/37.png,0
dataset/79/50.png,dataset/79/32.png,1
dataset/1685/41.png,dataset/1685/37.png,1
dataset/1927/68.png,dataset/1927/39.png,1
dataset/1655/3.png,dataset/1751/65.png,0
dataset/572/50.png,dataset/572/52.png,1
dataset/463/1.png,dataset/1302/49.png,0
dataset/237/51.png,dataset/237/68.png,1
dataset/1132/11.png,dataset/87/68.png,0
dataset/1251/33.png,dataset/1251/37.png,1
dataset/1204/61.png,dataset/1204/32.png,1
dataset/896/10.png,dataset/896/51.png,1
dataset/1219/60.png,dataset/1219/26.png,1
dataset/1763/48.png,dataset/1763/13.png,1
dataset/1704/38.png,dataset/1704/56.png,1
dataset/1326/44.png,dataset/119/62.png,0
dataset/1538/39.png,dataset/1538/28.png,1
dataset/810/8.png,dataset/810/50.png,1
dataset/361/59.png,dataset/1162/33.png,0
dataset/1305/0.png,dataset/1504/0.png,0
dataset/1034/25.png,dataset/480/36.png,0
dataset/1570/23.png,dataset/1570/28.png,1
dataset/1561/13.png,dataset/1561/41.png,1
dataset/1598/70.png,dataset/1557/42.png,0
dataset/593/55.png,dataset/393/28.png,0
dataset/137/16.png,dataset/137/54.png,1
dataset/1684/61.png,dataset/899/68.png,0
dataset/64/48.png,dataset/64/36.png,1
dataset/881/9.png,dataset/881/5.png,1
dataset/1364/43.png,dataset/147/34.png,0
dataset/1560/36.png,dataset/765/61.png,0
dataset/719/40.png,dataset/719/42.png,1
dataset/1934/2.png,dataset/1053/39.png,0
dataset/1983/29.png,dataset/1983/56.png,1
dataset/1465/1.png,dataset/260/53.png,0
dataset/1665/4.png,dataset/1665/47.png,1
dataset/896/40.png,dataset/1448/35.png,0
dataset/955/19.png,dataset/1187/53.png,0
dataset/1079/5.png,dataset/806/38.png,0
dataset/1539/58.png,dataset/1136/47.png,0
dataset/138/33.png,dataset/138/22.png,1
dataset/105/60.png,dataset/1989/44.png,0
dataset/1693/41.png,dataset/1693/64.png,1
dataset/1019/43.png,dataset/558/8.png,0
dataset/1545/41.png,dataset/1625/7.png,0
dataset/9/54.png,dataset/1104/71.png,0
dataset/1966/12.png,dataset/849/25.png,0
dataset/486/6.png,dataset/486/23.png,1
dataset/1323/69.png,dataset/310/57.png,0
dataset/325/56.png,dataset/325/46.png,1
dataset/707/46.png,dataset/316/39.png,0
dataset/1881/42.png,dataset/1881/30.png,1
dataset/285/0.png,dataset/285/11.png,1
dataset/644/2.png,dataset/14/10.png,0
dataset/1016/18.png,dataset/1016/26.png,1
dataset/1330/51.png,dataset/424/59.png,0
dataset/1759/44.png,dataset/1759/26.png,1
dataset/526/2.png,dataset/604/42.png,0
dataset/1290/62.png,dataset/1290/6.png,1
dataset/1667/27.png,dataset/1009/64.png,0
dataset/358/59.png,dataset/358/22.png,1
dataset/1941/3.png,dataset/1807/43.png,0
dataset/731/11.png,dataset/408/57.png,0
dataset/753/12.png,dataset/1219/4.png,0
dataset/215/24.png,dataset/215/45.png,1
dataset/823/67.png,dataset/823/19.png,1
dataset/1112/48.png,dataset/72/59.png,0
dataset/339/58.png,dataset/339/59.png,1
dataset/356/40.png,dataset/356/66.png,1
dataset/102/22.png,dataset/102/28.png,1
dataset/866/5.png,dataset/1324/51.png,0
dataset/857/18.png,dataset/857/13.png,1
dataset/1056/10.png,dataset/963/14.png,0
dataset/190/50.png,dataset/123/65.png,0
dataset/746/6.png,dataset/746/66.png,1
dataset/1330/53.png,dataset/388/28.png,0
dataset/1086/67.png,dataset/588/11.png,0
dataset/1661/0.png,dataset/69/4.png,0
dataset/611/35.png,dataset/1561/63.png,0
dataset/1440/57.png,dataset/1440/11.png,1
dataset/1359/45.png,dataset/1359/10.png,1
dataset/1736/46.png,dataset/1640/26.png,0
dataset/201/3.png,dataset/201/11.png,1
dataset/135/20.png,dataset/135/36.png,1
dataset/1930/18.png,dataset/653/24.png,0
dataset/932/6.png,dataset/176/61.png,0
dataset/1986/50.png,dataset/529/47.png,0
dataset/1724/33.png,dataset/1724/13.png,1
dataset/1937/15.png,dataset/1937/2.png,1
dataset/564/14.png,dataset/69/32.png,0
dataset/137/7.png,dataset/137/55.png,1
dataset/1009/34.png,dataset/1009/28.png,1
dataset/1834/60.png,dataset/1834/55.png,1
dataset/1524/65.png,dataset/865/34.png,0
dataset/1088/70.png,dataset/979/0.png,0
dataset/524/2.png,dataset/672/29.png,0
dataset/312/34.png,dataset/832/66.png,0
dataset/517/18.png,dataset/517/52.png,1
dataset/1752/45.png,dataset/1752/27.png,1
dataset/1670/44.png,dataset/1274/22.png,0
dataset/876/55.png,dataset/1630/5.png,0
dataset/1044/16.png,dataset/754/23.png,0
dataset/467/37.png,dataset/916/36.png,0
dataset/1465/54.png,dataset/1983/28.png,0
dataset/52/62.png,dataset/906/64.png,0
dataset/387/24.png,dataset/387/9.png,1
dataset/358/62.png,dataset/358/39.png,1
dataset/129/46.png,dataset/129/10.png,1
dataset/1146/37.png,dataset/1153/69.png,0
dataset/1631/64.png,dataset/1003/57.png,0
dataset/1550/19.png,dataset/1550/0.png,1
dataset/821/61.png,dataset/821/37.png,1
dataset/580/71.png,dataset/580/8.png,1
dataset/1602/39.png,dataset/1602/7.png,1
dataset/1714/54.png,dataset/1714/71.png,1
dataset/423/70.png,dataset/423/33.png,1
dataset/1291/71.png,dataset/1291/36.png,1
dataset/1618/4.png,dataset/1618/10.png,1
dataset/1421/18.png,dataset/1902/66.png,0
dataset/1447/25.png,dataset/1447/34.png,1
dataset/1108/70.png,dataset/1108/40.png,1
dataset/1132/34.png,dataset/1132/14.png,1
dataset/1129/29.png,dataset/1129/65.png,1
dataset/276/21.png,dataset/276/34.png,1
dataset/1120/19.png,dataset/112/41.png,0
dataset/1833/17.png,dataset/1833/24.png,1
dataset/750/71.png,dataset/406/58.png,0
dataset/589/16.png,dataset/672/46.png,0
dataset/77/67.png,dataset/1879/19.png,0
dataset/969/66.png,dataset/897/27.png,0
dataset/947/5.png,dataset/750/59.png,0
dataset/68/20.png,dataset/68/55.png,1
dataset/430/27.png,dataset/430/52.png,1
dataset/1058/63.png,dataset/1058/68.png,1
dataset/1100/37.png,dataset/1100/22.png,1
dataset/457/4.png,dataset/457/40.png,1
dataset/186/64.png,dataset/600/18.png,0
dataset/1052/17.png,dataset/1604/26.png,0
dataset/612/13.png,dataset/770/30.png,0
dataset/158/65.png,dataset/158/68.png,1
dataset/51/29.png,dataset/1826/2.png,0
dataset/1814/54.png,dataset/1859/32.png,0
dataset/1107/65.png,dataset/1107/7.png,1
dataset/1389/62.png,dataset/1277/59.png,0
dataset/1255/9.png,dataset/731/58.png,0
dataset/284/33.png,dataset/41/42.png,0
dataset/1198/24.png,dataset/1058/29.png,0
dataset/1881/11.png,dataset/1881/70.png,1
dataset/1147/3.png,dataset/1284/34.png,0
dataset/1072/32.png,dataset/595/19.png,0
dataset/1322/27.png,dataset/233/48.png,0
dataset/191/4.png,dataset/191/65.png,1
dataset/791/27.png,dataset/791/4.png,1
dataset/532/29.png,dataset/532/20.png,1
dataset/1226/57.png,dataset/1309/38.png,0
dataset/547/11.png,dataset/547/21.png,1
dataset/1970/7.png,dataset/497/50.png,0
dataset/530/15.png,dataset/530/43.png,1
dataset/1317/7.png,dataset/1317/41.png,1
dataset/843/54.png,dataset/843/62.png,1
dataset/1309/19.png,dataset/1701/65.png,0
dataset/1560/35.png,dataset/1560/29.png,1
dataset/796/43.png,dataset/796/33.png,1
dataset/1367/26.png,dataset/1367/13.png,1
dataset/1115/48.png,dataset/995/37.png,0
dataset/225/8.png,dataset/335/26.png,0
dataset/1138/20.png,dataset/1299/16.png,0
dataset/522/29.png,dataset/522/3.png,1
dataset/1638/61.png,dataset/1125/67.png,0
dataset/881/51.png,dataset/1625/40.png,0
dataset/271/44.png,dataset/271/38.png,1
dataset/885/26.png,dataset/1856/32.png,0
dataset/1900/20.png,dataset/888/40.png,0
dataset/932/46.png,dataset/476/64.png,0
dataset/1532/9.png,dataset/1532/8.png,1
dataset/1267/16.png,dataset/1267/60.png,1
dataset/926/67.png,dataset/185/55.png,0
dataset/1346/63.png,dataset/1465/16.png,0
dataset/1933/59.png,dataset/1669/64.png,0
dataset/1056/53.png,dataset/1056/35.png,1
dataset/1752/38.png,dataset/1937/45.png,0
dataset/172/59.png,dataset/646/37.png,0
dataset/1835/62.png,dataset/1835/68.png,1
dataset/1342/27.png,dataset/1355/30.png,0
dataset/712/64.png,dataset/712/48.png,1
dataset/214/0.png,dataset/660/2.png,0
dataset/149/2.png,dataset/149/47.png,1
dataset/356/45.png,dataset/1335/55.png,0
dataset/1233/8.png,dataset/1233/12.png,1
dataset/817/26.png,dataset/817/59.png,1
dataset/130/9.png,dataset/130/10.png,1
dataset/53/25.png,dataset/1070/29.png,0
dataset/1924/11.png,dataset/14/63.png,0
dataset/1673/71.png,dataset/1056/16.png,0
dataset/57/36.png,dataset/1755/32.png,0
dataset/585/35.png,dataset/585/61.png,1
dataset/908/55.png,dataset/1354/20.png,0
dataset/1970/69.png,dataset/1626/52.png,0
dataset/1614/27.png,dataset/1614/31.png,1
dataset/1090/60.png,dataset/1090/18.png,1
dataset/1168/42.png,dataset/1596/44.png,0
dataset/204/42.png,dataset/204/24.png,1
dataset/1297/35.png,dataset/1618/41.png,0
dataset/273/30.png,dataset/273/2.png,1
dataset/1795/36.png,dataset/1795/32.png,1
dataset/1737/31.png,dataset/1737/38.png,1
dataset/340/69.png,dataset/142/3.png,0
dataset/961/6.png,dataset/1483/38.png,0
dataset/1580/52.png,dataset/583/40.png,0
dataset/1549/29.png,dataset/1549/42.png,1
dataset/1802/15.png,dataset/1802/34.png,1
dataset/650/1.png,dataset/1257/43.png,0
dataset/992/48.png,dataset/992/36.png,1
dataset/450/33.png,dataset/1306/15.png,0
dataset/1239/7.png,dataset/1239/62.png,1
dataset/1766/68.png,dataset/1281/22.png,0
dataset/1477/24.png,dataset/1477/31.png,1
dataset/540/64.png,dataset/540/39.png,1
dataset/1367/18.png,dataset/1126/22.png,0
dataset/956/64.png,dataset/875/50.png,0
dataset/1277/43.png,dataset/1277/59.png,1
dataset/375/29.png,dataset/375/27.png,1
dataset/389/39.png,dataset/389/5.png,1
dataset/1855/0.png,dataset/906/11.png,0
dataset/1629/4.png,dataset/607/62.png,0
dataset/1006/10.png,dataset/1006/70.png,1
dataset/197/15.png,dataset/197/55.png,1
dataset/1103/47.png,dataset/1103/42.png,1
dataset/990/33.png,dataset/990/69.png,1
dataset/1197/26.png,dataset/1226/7.png,0
dataset/1831/24.png,dataset/1747/31.png,0
dataset/1958/23.png,dataset/1958/41.png,1
dataset/666/8.png,dataset/1437/57.png,0
dataset/1381/8.png,dataset/740/70.png,0
dataset/1005/36.png,dataset/344/29.png,0
dataset/929/10.png,dataset/1653/16.png,0
dataset/1529/6.png,dataset/1481/12.png,0
dataset/1334/64.png,dataset/447/0.png,0
dataset/1098/33.png,dataset/1098/23.png,1
dataset/563/62.png,dataset/563/33.png,1
dataset/613/14.png,dataset/1970/36.png,0
dataset/1536/67.png,dataset/1536/68.png,1
dataset/1397/24.png,dataset/939/60.png,0
dataset/693/39.png,dataset/693/45.png,1
dataset/1216/9.png,dataset/502/48.png,0
dataset/228/33.png,dataset/1460/62.png,0
dataset/109/38.png,dataset/704/6.png,0
dataset/1637/51.png,dataset/385/32.png,0
dataset/1987/53.png,dataset/1987/26.png,1
dataset/1061/44.png,dataset/882/48.png,0
dataset/1135/19.png,dataset/1328/57.png,0
dataset/617/71.png,dataset/617/23.png,1
dataset/934/19.png,dataset/934/38.png,1
dataset/624/16.png,dataset/437/61.png,0
dataset/426/26.png,dataset/1854/52.png,0
dataset/696/2.png,dataset/1266/39.png,0
dataset/732/61.png,dataset/732/50.png,1
dataset/1366/9.png,dataset/1366/0.png,1
dataset/998/20.png,dataset/998/2.png,1
dataset/1443/62.png,dataset/1919/45.png,0
dataset/967/38.png,dataset/1632/51.png,0
dataset/1402/19.png,dataset/1832/34.png,0
dataset/1219/1.png,dataset/625/51.png,0
dataset/201/21.png,dataset/201/57.png,1
dataset/617/43.png,dataset/617/23.png,1
dataset/181/34.png,dataset/1432/44.png,0
dataset/1707/33.png,dataset/1897/30.png,0
dataset/175/21.png,dataset/1503/11.png,0
dataset/1716/66.png,dataset/1716/0.png,1
dataset/958/29.png,dataset/1990/26.png,0
dataset/1674/3.png,dataset/1674/39.png,1
dataset/1041/19.png,dataset/1041/4.png,1
dataset/1037/4.png,dataset/782/38.png,0
dataset/1723/3.png,dataset/1723/45.png,1
dataset/487/23.png,dataset/487/25.png,1
dataset/1780/59.png,dataset/1780/28.png,1
dataset/1427/31.png,dataset/1070/54.png,0
dataset/1908/53.png,dataset/1908/62.png,1
dataset/61/11.png,dataset/68/16.png,0
dataset/1091/59.png,dataset/1091/34.png,1
dataset/1748/2.png,dataset/1823/65.png,0
dataset/60/52.png,dataset/812/53.png,0
dataset/31/14.png,dataset/1679/66.png,0
dataset/1488/22.png,dataset/1857/61.png,0
dataset/1324/12.png,dataset/1324/40.png,1
dataset/1036/62.png,dataset/1036/25.png,1
dataset/687/66.png,dataset/687/10.png,1
dataset/17/44.png,dataset/1017/68.png,0
dataset/1193/29.png,dataset/1880/19.png,0
dataset/1938/33.png,dataset/1938/59.png,1
dataset/966/12.png,dataset/966/2.png,1
dataset/392/5.png,dataset/1997/32.png,0
dataset/254/22.png,dataset/254/55.png,1
dataset/484/1.png,dataset/1745/21.png,0
dataset/224/60.png,dataset/1208/64.png,0
dataset/36/53.png,dataset/50/40.png,0
dataset/926/47.png,dataset/1593/34.png,0
dataset/544/50.png,dataset/389/7.png,0
dataset/1074/14.png,dataset/641/64.png,0
dataset/522/59.png,dataset/965/4.png,0
dataset/1646/63.png,dataset/1646/15.png,1
dataset/1445/56.png,dataset/1445/60.png,1
dataset/1222/60.png,dataset/1291/51.png,0
dataset/330/66.png,dataset/330/1.png,1
dataset/1221/22.png,dataset/1588/38.png,0
dataset/359/43.png,dataset/563/4.png,0
dataset/1317/35.png,dataset/282/26.png,0
dataset/1230/35.png,dataset/1236/25.png,0
dataset/801/35.png,dataset/801/40.png,1
dataset/1945/36.png,dataset/1095/23.png,0
dataset/1161/27.png,dataset/84/41.png,0
dataset/879/17.png,dataset/879/28.png,1
dataset/1796/27.png,dataset/1796/10.png,1
dataset/1144/35.png,dataset/1758/20.png,0
dataset/34/57.png,dataset/1502/40.png,0
dataset/785/56.png,dataset/463/47.png,0
dataset/339/35.png,dataset/339/32.png,1
dataset/594/61.png,dataset/594/9.png,1
dataset/131/35.png,dataset/493/42.png,0
dataset/273/51.png,dataset/1866/63.png,0
dataset/1713/7.png,dataset/1713/45.png,1
dataset/1781/36.png,dataset/1781/43.png,1
dataset/1116/38.png,dataset/18/20.png,0
dataset/121/12.png,dataset/1825/55.png,0
dataset/1443/56.png,dataset/1443/54.png,1
dataset/938/61.png,dataset/1544/15.png,0
dataset/1841/25.png,dataset/77/63.png,0
dataset/847/31.png,dataset/847/46.png,1
dataset/1685/10.png,dataset/1685/2.png,1
dataset/135/32.png,dataset/135/55.png,1
dataset/1559/45.png,dataset/913/34.png,0
dataset/686/23.png,dataset/267/4.png,0
dataset/146/36.png,dataset/1976/20.png,0
dataset/186/44.png,dataset/1724/4.png,0
dataset/109/64.png,dataset/109/59.png,1
dataset/557/9.png,dataset/1230/9.png,0
dataset/977/9.png,dataset/35/2.png,0
dataset/1967/62.png,dataset/215/51.png,0
dataset/1147/66.png,dataset/1147/9.png,1
dataset/1445/7.png,dataset/935/22.png,0
dataset/862/44.png,dataset/862/30.png,1
dataset/522/12.png,dataset/522/20.png,1
dataset/1436/61.png,dataset/1993/50.png,0
dataset/630/15.png,dataset/630/66.png,1
dataset/1841/29.png,dataset/1841/19.png,1
dataset/1444/5.png,dataset/196/71.png,0
dataset/208/12.png,dataset/208/71.png,1
dataset/1170/0.png,dataset/717/66.png,0
dataset/92/36.png,dataset/212/22.png,0
dataset/1317/32.png,dataset/1317/3.png,1
dataset/579/39.png,dataset/1098/48.png,0
dataset/749/69.png,dataset/1883/30.png,0
dataset/941/40.png,dataset/1973/55.png,0
dataset/425/66.png,dataset/663/33.png,0
dataset/1007/57.png,dataset/354/58.png,0
dataset/84/63.png,dataset/84/27.png,1
dataset/260/58.png,dataset/852/43.png,0
dataset/1101/69.png,dataset/1694/5.png,0
dataset/1186/22.png,dataset/1186/16.png,1
dataset/1480/39.png,dataset/1480/42.png,1
dataset/646/58.png,dataset/646/18.png,1
dataset/124/53.png,dataset/646/36.png,0
dataset/1377/25.png,dataset/1210/54.png,0
dataset/679/39.png,dataset/835/5.png,0
dataset/1297/46.png,dataset/1425/7.png,0
dataset/1025/44.png,dataset/314/64.png,0
dataset/1208/22.png,dataset/1208/12.png,1
dataset/1868/54.png,dataset/1868/0.png,1
dataset/1319/1.png,dataset/1890/9.png,0
dataset/1873/14.png,dataset/1019/51.png,0
dataset/155/64.png,dataset/1500/71.png,0
dataset/526/6.png,dataset/104/22.png,0
dataset/1886/18.png,dataset/1886/47.png,1
dataset/1484/39.png,dataset/1808/5.png,0
dataset/229/6.png,dataset/229/24.png,1
dataset/726/54.png,dataset/1917/67.png,0
dataset/1643/32.png,dataset/1643/1.png,1
dataset/89/65.png,dataset/713/0.png,0
dataset/158/2.png,dataset/158/13.png,1
dataset/321/10.png,dataset/321/60.png,1
dataset/196/6.png,dataset/196/34.png,1
dataset/1355/71.png,dataset/1355/64.png,1
dataset/1959/48.png,dataset/1959/53.png,1
dataset/1397/58.png,dataset/58/38.png,0
dataset/1446/65.png,dataset/1446/18.png,1
dataset/1715/0.png,dataset/737/63.png,0
dataset/679/29.png,dataset/679/64.png,1
dataset/1546/11.png,dataset/1546/41.png,1
dataset/1786/56.png,dataset/220/20.png,0
dataset/1581/46.png,dataset/558/3.png,0
dataset/533/36.png,dataset/533/17.png,1
dataset/407/40.png,dataset/1502/2.png,0
dataset/283/39.png,dataset/1813/3.png,0
dataset/863/69.png,dataset/1213/23.png,0
dataset/624/32.png,dataset/624/21.png,1
dataset/1916/0.png,dataset/1916/11.png,1
dataset/276/13.png,dataset/276/3.png,1
dataset/1718/69.png,dataset/561/15.png,0
dataset/77/23.png,dataset/1429/62.png,0
dataset/984/26.png,dataset/1061/57.png,0
dataset/1336/7.png,dataset/686/62.png,0
